Name,Gender,City,Frequency,Item,Spends
Shreya,F,Delhi,Once,Vada,21
Vivek,M,Ahmedabad,Never,Burger,35
Anaya,F,Chennai,Weekly,Chowmein,28
Vivaan,F,Kolkata,Once,Paneer,57
Karan,F,Ahmedabad,Daily,Sandwich,92
Meera,M,Mumbai,Daily,Sandwich,47
Neha,F,Bangalore,Never,Burger,98
Saanvi,F,Delhi,Weekly,Roll,46
Vivek,F,Mumbai,Once,Dosa,99
Pooja,F,Bangalore,Never,Sandwich,76
Aman,M,Kolkata,Once,Dosa,60
Kriti,F,Delhi,Monthly,Vada,25
Naira,M,Ahmedabad,Never,Samosa,33
Siddharth,F,Chennai,Daily,Burger,70
Manav,M,Ahmedabad,Monthly,Paneer,70
Priya,M,Hyderabad,Once,Roll,100
Manav,F,Delhi,Daily,Chowmein,41
Pooja,F,Kolkata,Daily,Pizza,53
Tanish,F,Pune,Monthly,Pizza,12
Swati,F,Kolkata,Once,Burger,89
Reyansh,M,Hyderabad,Once,Pizza,5
Ragini,M,Ahmedabad,Monthly,Chowmein,28
Siddharth,M,Chennai,Never,Paneer,23
Vivaan,M,Delhi,Daily,Burger,64
Arjun,M,Ahmedabad,Daily,Vada,66
Tanvi,M,Kolkata,Monthly,Sandwich,16
Shreya,M,Ahmedabad,Once,Dosa,11
Siddharth,M,Mumbai,Once,Pizza,98
Aryan,F,Pune,Weekly,Samosa,87
Rohit,F,Pune,Once,Vada,60
Siddharth,M,Pune,Daily,Pizza,76
Reyansh,M,Delhi,Daily,Sandwich,13
Tara,F,Chennai,Weekly,Sandwich,16
Kabir,M,Bangalore,Weekly,Paneer,77
Tanish,F,Bangalore,Weekly,Burger,98
Aryan,F,Kolkata,Once,Vada,34
Rahul,M,Bangalore,Daily,Vada,47
Om,M,Bangalore,Never,Chowmein,67
Dhruv,M,Mumbai,Once,Chowmein,72
Nitin,F,Delhi,Once,Paneer,14
Harsh,M,Chennai,Once,Paneer,57
Siddharth,F,Hyderabad,Monthly,Dosa,13
Tanvi,F,Mumbai,Monthly,Chowmein,21
Tara,M,Bangalore,Never,Samosa,15
Naira,F,Hyderabad,Never,Pizza,15
Neha,M,Delhi,Daily,Paneer,5
Naira,F,Chennai,Daily,Paneer,53
Kriti,M,Kolkata,Daily,Dosa,26
Kabir,M,Chennai,Monthly,Samosa,72
Kiara,F,Hyderabad,Daily,Paneer,75
Swati,F,Pune,Once,Sandwich,98
Manav,F,Delhi,Never,Dosa,79
Vivaan,M,Ahmedabad,Daily,Burger,51
Saanvi,F,Pune,Weekly,Samosa,81
Aarav,M,Chennai,Once,Pizza,31
Reyansh,M,Ahmedabad,Monthly,Chowmein,56
Manav,M,Hyderabad,Never,Dosa,5
Rohit,F,Pune,Daily,Vada,90
Abhay,F,Delhi,Monthly,Vada,11
Dhruv,F,Pune,Weekly,Paneer,67
Kabir,F,Mumbai,Once,Roll,10
Rohit,M,Ahmedabad,Once,Paneer,67
Tanvi,M,Kolkata,Once,Dosa,18
Harsh,M,Pune,Monthly,Dosa,10
Karan,M,Chennai,Never,Dosa,82
Manav,F,Ahmedabad,Monthly,Burger,26
Nitin,F,Pune,Never,Roll,90
Radhika,M,Hyderabad,Daily,Pizza,55
Reyansh,M,Delhi,Weekly,Dosa,55
Anaya,M,Pune,Monthly,Sandwich,45
Nikhil,M,Hyderabad,Monthly,Burger,17
Vivaan,F,Kolkata,Daily,Paneer,80
Kabir,M,Chennai,Never,Paneer,67
Kabir,M,Mumbai,Never,Samosa,16
Shreya,F,Hyderabad,Daily,Paneer,83
Meera,F,Bangalore,Weekly,Sandwich,31
Nitin,F,Hyderabad,Weekly,Pizza,69
Yash,M,Ahmedabad,Never,Dosa,38
Saanvi,F,Bangalore,Weekly,Sandwich,33
Radhika,F,Kolkata,Daily,Roll,6
Aryan,F,Mumbai,Never,Roll,82
Rahul,F,Hyderabad,Never,Paneer,94
Saanvi,M,Pune,Monthly,Pizza,86
Abhay,F,Chennai,Once,Pizza,92
Harsh,F,Chennai,Never,Samosa,66
Nikhil,M,Hyderabad,Once,Paneer,15
Aryan,M,Mumbai,Once,Paneer,19
Tanvi,F,Delhi,Daily,Vada,5
Kavya,F,Chennai,Weekly,Samosa,13
Tanish,M,Pune,Monthly,Pizza,84
Saanvi,M,Pune,Weekly,Burger,51
Vivaan,F,Hyderabad,Never,Pizza,84
Vivek,M,Chennai,Monthly,Paneer,49
Sneha,M,Hyderabad,Weekly,Vada,56
Nikhil,M,Ahmedabad,Daily,Samosa,72
Ira,F,Chennai,Once,Roll,9
Manav,M,Ahmedabad,Daily,Samosa,30
Rahul,M,Hyderabad,Once,Pizza,14
Reyansh,F,Kolkata,Monthly,Sandwich,81
Nikhil,F,Bangalore,Never,Burger,50
Shreya,M,Mumbai,Never,Paneer,16
Meera,F,Ahmedabad,Daily,Chowmein,52
Meera,M,Bangalore,Once,Chowmein,95
Nikhil,F,Bangalore,Weekly,Burger,74
Ragini,M,Pune,Daily,Pizza,86
Ira,F,Bangalore,Once,Paneer,66
Diya,F,Delhi,Weekly,Samosa,36
Kavya,M,Mumbai,Monthly,Burger,95
Aman,F,Hyderabad,Monthly,Dosa,81
Yash,F,Hyderabad,Never,Paneer,79
Om,M,Chennai,Daily,Burger,64
Rahul,M,Hyderabad,Daily,Sandwich,70
Tanvi,F,Chennai,Daily,Paneer,14
Neha,F,Kolkata,Monthly,Sandwich,7
Aditya,F,Bangalore,Never,Paneer,52
Saanvi,F,Mumbai,Monthly,Vada,24
Aman,F,Delhi,Daily,Dosa,61
Dhruv,F,Kolkata,Weekly,Pizza,14
Sneha,M,Mumbai,Monthly,Burger,18
Vivaan,M,Pune,Never,Chowmein,75
Harsh,M,Hyderabad,Monthly,Dosa,33
Vivek,M,Hyderabad,Daily,Dosa,66
Harsh,F,Pune,Monthly,Pizza,37
Manav,M,Ahmedabad,Once,Dosa,18
Karan,F,Ahmedabad,Weekly,Roll,94
Vivaan,F,Kolkata,Monthly,Chowmein,90
Aarav,M,Hyderabad,Once,Chowmein,65
Nikhil,F,Hyderabad,Monthly,Roll,98
Reyansh,M,Bangalore,Monthly,Vada,5
Siddharth,F,Hyderabad,Never,Dosa,7
Saanvi,M,Bangalore,Monthly,Roll,69
Meera,M,Delhi,Once,Burger,59
Abhay,M,Kolkata,Weekly,Paneer,54
Anaya,F,Hyderabad,Never,Sandwich,8
Vivek,M,Hyderabad,Never,Pizza,82
Saanvi,F,Pune,Once,Vada,9
Reyansh,F,Delhi,Once,Dosa,35
Aryan,M,Bangalore,Never,Chowmein,55
Yash,M,Ahmedabad,Once,Dosa,95
Manav,F,Ahmedabad,Never,Roll,51
Anaya,M,Chennai,Monthly,Paneer,69
Tanvi,F,Pune,Once,Pizza,46
Yash,M,Mumbai,Daily,Pizza,62
Swati,M,Kolkata,Never,Chowmein,68
Abhay,F,Bangalore,Never,Vada,13
Tanish,F,Kolkata,Weekly,Vada,92
Nikhil,M,Pune,Daily,Roll,44
Saanvi,M,Bangalore,Weekly,Samosa,56
Kriti,F,Chennai,Monthly,Pizza,49
Rhea,F,Bangalore,Never,Pizza,28
Om,M,Hyderabad,Once,Chowmein,40
Aditya,F,Chennai,Weekly,Paneer,98
Meera,M,Ahmedabad,Daily,Sandwich,78
Rohit,F,Pune,Daily,Dosa,34
Yash,M,Hyderabad,Weekly,Sandwich,16
Ira,M,Hyderabad,Never,Chowmein,27
Kiara,F,Pune,Monthly,Burger,68
Tanish,M,Kolkata,Daily,Burger,24
Naira,M,Kolkata,Daily,Vada,83
Ragini,F,Bangalore,Never,Paneer,27
Aryan,F,Pune,Once,Dosa,9
Diya,F,Kolkata,Never,Paneer,20
Aarav,M,Hyderabad,Monthly,Samosa,61
Rohit,F,Bangalore,Daily,Pizza,58
Tanish,F,Hyderabad,Daily,Pizza,45
Yash,F,Chennai,Weekly,Dosa,96
Ira,M,Kolkata,Monthly,Vada,78
Abhay,F,Ahmedabad,Once,Burger,6
Saanvi,M,Hyderabad,Weekly,Burger,73
Swati,M,Bangalore,Weekly,Samosa,54
Ragini,M,Hyderabad,Once,Sandwich,56
Aditya,M,Kolkata,Daily,Roll,84
Saanvi,F,Pune,Monthly,Vada,55
Om,M,Mumbai,Daily,Sandwich,24
Pooja,M,Delhi,Weekly,Samosa,85
Ishaan,F,Hyderabad,Weekly,Samosa,68
Vivaan,F,Mumbai,Never,Vada,66
Aryan,F,Pune,Monthly,Chowmein,36
Rhea,F,Kolkata,Never,Pizza,13
Priya,F,Mumbai,Never,Roll,34
Ragini,M,Pune,Once,Sandwich,19
Ishaan,M,Bangalore,Monthly,Sandwich,100
Kabir,M,Mumbai,Daily,Dosa,76
Siddharth,M,Bangalore,Once,Sandwich,53
Priya,M,Bangalore,Never,Samosa,99
Vivek,F,Mumbai,Monthly,Samosa,99
Tanish,M,Pune,Once,Pizza,59
Shreya,M,Hyderabad,Never,Paneer,34
Manav,M,Chennai,Once,Chowmein,23
Ishaan,M,Chennai,Weekly,Chowmein,90
Aman,M,Mumbai,Never,Samosa,79
Ishaan,M,Pune,Monthly,Vada,94
Nikhil,F,Delhi,Never,Samosa,52
Ishaan,M,Mumbai,Monthly,Pizza,24
Tara,M,Mumbai,Never,Vada,8
Kiara,F,Chennai,Daily,Paneer,76
Simran,M,Mumbai,Once,Vada,57
Yash,F,Ahmedabad,Never,Paneer,35
Anaya,M,Hyderabad,Never,Paneer,16
Aryan,M,Mumbai,Once,Chowmein,37
Yash,M,Chennai,Once,Roll,66
Diya,F,Chennai,Daily,Dosa,31
Tanvi,F,Mumbai,Daily,Sandwich,64
Rhea,F,Pune,Weekly,Paneer,14
Meera,F,Hyderabad,Monthly,Chowmein,68
Karan,M,Mumbai,Once,Samosa,47
Rahul,F,Ahmedabad,Weekly,Burger,70
Tara,M,Mumbai,Never,Dosa,47
Pooja,F,Mumbai,Once,Paneer,40
Om,F,Ahmedabad,Weekly,Dosa,20
Vivek,F,Pune,Monthly,Samosa,51
Rohit,F,Pune,Never,Vada,98
Rohit,F,Mumbai,Once,Paneer,38
Vivek,M,Delhi,Daily,Pizza,50
Radhika,M,Pune,Once,Vada,70
Manav,F,Hyderabad,Monthly,Sandwich,6
Neha,F,Mumbai,Daily,Chowmein,50
Arjun,F,Kolkata,Never,Burger,14
Reyansh,M,Ahmedabad,Once,Vada,39
Neha,M,Hyderabad,Weekly,Sandwich,24
Kavya,M,Delhi,Never,Chowmein,68
Simran,M,Ahmedabad,Daily,Pizza,73
Vivek,M,Kolkata,Monthly,Burger,32
Rahul,M,Delhi,Daily,Roll,65
Kiara,M,Pune,Daily,Sandwich,96
Meera,F,Mumbai,Once,Sandwich,70
Ragini,M,Kolkata,Once,Vada,36
Kriti,F,Delhi,Weekly,Dosa,45
Shreya,F,Chennai,Daily,Chowmein,28
Yash,M,Hyderabad,Once,Sandwich,66
Manav,M,Delhi,Never,Vada,100
Simran,F,Delhi,Monthly,Burger,46
Arjun,M,Pune,Weekly,Chowmein,96
Radhika,F,Delhi,Daily,Samosa,10
Anaya,M,Mumbai,Once,Dosa,30
Ishaan,M,Hyderabad,Never,Burger,69
Shreya,M,Ahmedabad,Weekly,Sandwich,27
Aryan,M,Delhi,Daily,Burger,51
Arjun,M,Chennai,Weekly,Samosa,62
Diya,F,Bangalore,Never,Roll,19
Anaya,F,Ahmedabad,Weekly,Roll,25
Aisha,M,Mumbai,Once,Samosa,48
Nikhil,M,Bangalore,Weekly,Pizza,76
Shreya,M,Ahmedabad,Once,Pizza,91
Neha,F,Hyderabad,Never,Sandwich,10
Priya,M,Hyderabad,Weekly,Dosa,10
Reyansh,M,Bangalore,Monthly,Dosa,42
Aarav,F,Hyderabad,Daily,Burger,53
Yash,F,Kolkata,Monthly,Paneer,55
Shreya,F,Hyderabad,Monthly,Burger,59
Priya,F,Hyderabad,Never,Vada,91
Rhea,F,Ahmedabad,Monthly,Samosa,61
Simran,M,Delhi,Daily,Vada,47
Abhay,F,Kolkata,Daily,Pizza,16
Nitin,F,Kolkata,Weekly,Chowmein,73
Tara,F,Hyderabad,Daily,Pizza,79
Aryan,F,Mumbai,Once,Roll,82
Rohit,F,Pune,Monthly,Paneer,50
Tanish,M,Ahmedabad,Weekly,Paneer,45
Anaya,M,Hyderabad,Daily,Roll,55
Aarav,M,Mumbai,Once,Samosa,6
Ira,F,Bangalore,Daily,Burger,55
Siddharth,M,Bangalore,Once,Roll,35
Nitin,M,Chennai,Monthly,Pizza,21
Rahul,M,Mumbai,Daily,Sandwich,20
Nikhil,F,Pune,Weekly,Samosa,36
Tanish,M,Chennai,Once,Burger,61
Harsh,F,Bangalore,Never,Chowmein,42
Rhea,F,Hyderabad,Weekly,Burger,20
Shreya,M,Kolkata,Daily,Dosa,73
Radhika,F,Hyderabad,Once,Paneer,78
Sneha,F,Hyderabad,Once,Samosa,61
Aisha,F,Pune,Never,Dosa,67
Rahul,F,Kolkata,Weekly,Vada,13
Rohit,M,Kolkata,Never,Roll,78
Saanvi,M,Hyderabad,Once,Burger,8
Kabir,F,Delhi,Monthly,Pizza,24
Reyansh,F,Mumbai,Monthly,Pizza,50
Pooja,F,Mumbai,Never,Paneer,65
Meera,M,Pune,Weekly,Pizza,92
Yash,F,Mumbai,Once,Dosa,5
Priya,F,Ahmedabad,Daily,Sandwich,74
Harsh,F,Ahmedabad,Weekly,Pizza,13
Manav,F,Kolkata,Once,Chowmein,13
Ragini,M,Ahmedabad,Monthly,Dosa,44
Ishaan,F,Delhi,Daily,Vada,88
Aditya,M,Kolkata,Never,Dosa,80
Shreya,F,Kolkata,Never,Chowmein,42
Neha,F,Hyderabad,Daily,Dosa,50
Yash,F,Mumbai,Monthly,Burger,33
Diya,M,Pune,Weekly,Dosa,79
Rhea,F,Kolkata,Once,Roll,80
Ishaan,M,Mumbai,Never,Chowmein,88
Pooja,F,Kolkata,Weekly,Dosa,91
Aman,F,Kolkata,Once,Paneer,40
Rohit,M,Pune,Once,Samosa,24
Kriti,M,Bangalore,Weekly,Dosa,60
Priya,M,Delhi,Once,Samosa,32
Aisha,F,Chennai,Daily,Vada,91
Nitin,M,Ahmedabad,Monthly,Samosa,84
Aditya,M,Hyderabad,Monthly,Samosa,59
Dhruv,F,Pune,Daily,Roll,45
Simran,F,Hyderabad,Weekly,Samosa,80
Ragini,M,Chennai,Weekly,Pizza,53
Tanish,F,Ahmedabad,Once,Samosa,91
Nikhil,F,Bangalore,Once,Roll,62
Harsh,M,Mumbai,Once,Vada,56
Kriti,F,Mumbai,Never,Roll,87
Kriti,F,Kolkata,Never,Burger,98
Ishaan,F,Pune,Monthly,Samosa,82
Om,F,Ahmedabad,Daily,Pizza,40
Arjun,F,Bangalore,Never,Paneer,58
Neha,M,Pune,Monthly,Pizza,41
Tanish,M,Delhi,Weekly,Roll,13
Kiara,M,Pune,Monthly,Samosa,71
Kabir,M,Mumbai,Once,Sandwich,58
Siddharth,F,Delhi,Once,Pizza,79
Ragini,F,Kolkata,Daily,Roll,44
Aisha,F,Bangalore,Never,Sandwich,22
Radhika,M,Kolkata,Monthly,Dosa,74
Anaya,F,Hyderabad,Daily,Vada,68
Dhruv,F,Mumbai,Once,Roll,53
Aarav,F,Bangalore,Daily,Sandwich,15
Karan,M,Mumbai,Once,Samosa,80
Yash,M,Mumbai,Never,Paneer,71
Nitin,M,Pune,Weekly,Samosa,58
Tanish,M,Delhi,Once,Samosa,47
Ragini,M,Pune,Daily,Samosa,78
Abhay,M,Bangalore,Weekly,Pizza,17
Pooja,F,Chennai,Weekly,Dosa,71
Kiara,F,Mumbai,Monthly,Chowmein,85
Sneha,F,Delhi,Monthly,Vada,91
Kiara,M,Delhi,Monthly,Paneer,67
Anaya,F,Mumbai,Never,Pizza,50
Aarav,F,Ahmedabad,Weekly,Vada,29
Kiara,M,Chennai,Weekly,Vada,8
Simran,M,Bangalore,Never,Paneer,61
Anaya,F,Mumbai,Weekly,Samosa,87
Vivek,F,Chennai,Never,Roll,55
Dhruv,M,Chennai,Never,Vada,20
Tara,F,Bangalore,Monthly,Paneer,74
Rahul,F,Chennai,Never,Vada,18
Rohit,F,Ahmedabad,Monthly,Sandwich,47
Rahul,M,Mumbai,Never,Vada,93
Abhay,F,Pune,Monthly,Sandwich,21
Rahul,M,Ahmedabad,Once,Chowmein,70
Simran,F,Chennai,Monthly,Samosa,82
Priya,F,Pune,Once,Samosa,24
Manav,F,Ahmedabad,Weekly,Pizza,91
Vivaan,F,Mumbai,Once,Roll,47
Arjun,M,Chennai,Monthly,Chowmein,27
Tara,M,Pune,Once,Vada,42
Aarav,M,Pune,Once,Vada,52
Swati,F,Delhi,Once,Samosa,67
Harsh,M,Hyderabad,Weekly,Burger,66
Kabir,M,Delhi,Once,Dosa,9
Abhay,M,Mumbai,Never,Paneer,100
Rhea,M,Chennai,Monthly,Dosa,43
Naira,F,Kolkata,Never,Vada,61
Rahul,M,Hyderabad,Never,Chowmein,47
Manav,F,Ahmedabad,Monthly,Roll,21
Vivaan,F,Mumbai,Daily,Pizza,28
Siddharth,M,Bangalore,Never,Dosa,37
Karan,M,Hyderabad,Never,Dosa,63
Aman,M,Chennai,Daily,Samosa,46
Tanish,M,Ahmedabad,Daily,Samosa,69
Simran,M,Hyderabad,Weekly,Roll,70
Ishaan,F,Mumbai,Once,Sandwich,29
Yash,F,Delhi,Weekly,Roll,20
Ishaan,M,Ahmedabad,Daily,Pizza,76
Simran,M,Chennai,Once,Dosa,66
Rahul,M,Mumbai,Never,Pizza,57
Anaya,M,Pune,Never,Pizza,44
Harsh,M,Pune,Daily,Samosa,6
Rhea,M,Pune,Monthly,Vada,26
Meera,M,Mumbai,Weekly,Pizza,88
Manav,F,Pune,Never,Burger,45
Priya,M,Chennai,Daily,Burger,31
Aarav,M,Kolkata,Daily,Roll,68
Manav,M,Chennai,Never,Chowmein,71
Tara,F,Hyderabad,Weekly,Vada,75
Rohit,M,Ahmedabad,Daily,Dosa,86
Diya,F,Ahmedabad,Daily,Paneer,17
Abhay,F,Ahmedabad,Once,Burger,51
Tanvi,F,Kolkata,Once,Burger,76
Ishaan,F,Ahmedabad,Monthly,Pizza,28
Manav,F,Chennai,Never,Burger,70
Om,M,Delhi,Monthly,Paneer,49
Ira,F,Mumbai,Monthly,Samosa,53
Yash,M,Mumbai,Weekly,Roll,13
Aisha,M,Chennai,Weekly,Samosa,90
Aditya,M,Chennai,Monthly,Chowmein,80
Sneha,M,Delhi,Once,Vada,39
Nikhil,M,Ahmedabad,Weekly,Vada,41
Vivek,M,Ahmedabad,Daily,Sandwich,59
Vivaan,F,Hyderabad,Never,Dosa,97
Rahul,M,Mumbai,Monthly,Sandwich,95
Siddharth,M,Delhi,Never,Vada,92
Pooja,M,Ahmedabad,Never,Sandwich,26
Nikhil,F,Chennai,Never,Paneer,43
Nitin,M,Kolkata,Never,Sandwich,50
Vivaan,F,Chennai,Once,Roll,40
Radhika,M,Delhi,Never,Vada,8
Radhika,M,Pune,Monthly,Dosa,64
Harsh,F,Delhi,Monthly,Burger,92
Om,F,Chennai,Monthly,Chowmein,38
Ishaan,F,Pune,Monthly,Pizza,47
Vivek,F,Mumbai,Once,Roll,89
Rahul,M,Pune,Weekly,Sandwich,45
Shreya,F,Mumbai,Weekly,Dosa,47
Tanvi,F,Chennai,Once,Chowmein,15
Abhay,F,Mumbai,Never,Dosa,100
Tara,M,Mumbai,Never,Pizza,44
Aryan,M,Mumbai,Monthly,Samosa,7
Rohit,F,Delhi,Weekly,Sandwich,40
Aman,F,Pune,Weekly,Vada,43
Manav,M,Pune,Weekly,Pizza,83
Kabir,M,Delhi,Daily,Vada,6
Aditya,M,Mumbai,Daily,Samosa,99
Priya,M,Hyderabad,Once,Samosa,54
Vivaan,F,Bangalore,Once,Samosa,81
Tanish,M,Pune,Monthly,Pizza,82
Ragini,F,Bangalore,Never,Vada,87
Kiara,F,Mumbai,Weekly,Samosa,69
Aditya,F,Pune,Daily,Samosa,81
Anaya,F,Mumbai,Daily,Chowmein,23
Vivaan,F,Pune,Daily,Sandwich,53
Rohit,F,Ahmedabad,Monthly,Roll,93
Diya,M,Bangalore,Weekly,Dosa,37
Rhea,M,Kolkata,Weekly,Sandwich,18
Ishaan,M,Delhi,Once,Pizza,59
Rohit,M,Chennai,Monthly,Sandwich,58
Reyansh,F,Ahmedabad,Once,Vada,17
Tanish,F,Pune,Weekly,Vada,90
Rohit,M,Hyderabad,Daily,Samosa,69
Vivaan,F,Mumbai,Never,Pizza,62
Aman,F,Pune,Daily,Samosa,57
Kiara,F,Delhi,Weekly,Pizza,82
Simran,M,Pune,Monthly,Vada,61
Simran,M,Ahmedabad,Once,Sandwich,7
Naira,F,Hyderabad,Once,Pizza,65
Manav,M,Ahmedabad,Daily,Dosa,49
Aisha,M,Bangalore,Monthly,Sandwich,61
Tanvi,M,Delhi,Never,Roll,95
Arjun,F,Pune,Never,Samosa,61
Vivaan,M,Hyderabad,Weekly,Sandwich,14
Tanvi,M,Kolkata,Monthly,Vada,37
Tanish,M,Bangalore,Weekly,Samosa,88
Reyansh,M,Chennai,Monthly,Roll,99
Arjun,F,Kolkata,Weekly,Samosa,78
Shreya,F,Mumbai,Never,Samosa,20
Ira,F,Hyderabad,Daily,Burger,69
Aryan,F,Delhi,Never,Sandwich,84
Aman,M,Ahmedabad,Monthly,Samosa,95
Tanvi,M,Mumbai,Once,Roll,45
Aarav,F,Chennai,Monthly,Roll,41
Nikhil,M,Chennai,Once,Samosa,72
Pooja,F,Bangalore,Once,Dosa,53
Ishaan,F,Bangalore,Daily,Pizza,65
Anaya,F,Chennai,Weekly,Sandwich,89
Siddharth,F,Delhi,Once,Paneer,20
Nikhil,F,Mumbai,Weekly,Chowmein,79
Rahul,F,Hyderabad,Weekly,Pizza,26
Vivek,M,Kolkata,Daily,Paneer,20
Manav,F,Delhi,Monthly,Roll,48
Naira,F,Chennai,Daily,Sandwich,38
Abhay,F,Bangalore,Monthly,Paneer,68
Kavya,F,Ahmedabad,Daily,Pizza,74
Siddharth,F,Bangalore,Daily,Burger,92
Abhay,M,Delhi,Daily,Dosa,85
Sneha,M,Chennai,Never,Dosa,56
Aarav,M,Mumbai,Once,Chowmein,75
Karan,M,Hyderabad,Never,Chowmein,100
Kriti,F,Bangalore,Daily,Sandwich,93
Rahul,F,Mumbai,Never,Dosa,55
Radhika,F,Delhi,Weekly,Dosa,15
Meera,M,Chennai,Once,Samosa,89
Rahul,F,Hyderabad,Once,Pizza,95
Ishaan,M,Bangalore,Weekly,Dosa,78
Aryan,M,Bangalore,Never,Burger,53
Rhea,F,Ahmedabad,Weekly,Samosa,43
Karan,M,Bangalore,Monthly,Pizza,95
Tanvi,M,Delhi,Once,Dosa,78
Aditya,M,Mumbai,Never,Paneer,95
Priya,M,Mumbai,Once,Pizza,97
Aman,F,Delhi,Daily,Burger,29
Ragini,M,Kolkata,Daily,Sandwich,44
Vivaan,F,Hyderabad,Monthly,Roll,70
Vivaan,M,Ahmedabad,Weekly,Paneer,61
Kavya,F,Delhi,Daily,Roll,89
Rhea,F,Ahmedabad,Monthly,Pizza,56
Radhika,M,Mumbai,Daily,Dosa,68
Tara,M,Bangalore,Weekly,Dosa,56
Diya,M,Delhi,Daily,Burger,90
Tanish,F,Pune,Daily,Samosa,30
Siddharth,F,Pune,Never,Chowmein,94
Kavya,F,Mumbai,Once,Burger,55
Aisha,F,Pune,Never,Dosa,89
Aditya,F,Ahmedabad,Never,Burger,24
Aman,M,Hyderabad,Once,Burger,10
Ira,M,Pune,Weekly,Dosa,8
Rhea,F,Bangalore,Weekly,Pizza,77
Siddharth,M,Pune,Never,Dosa,11
Nitin,M,Pune,Once,Dosa,84
Yash,F,Pune,Monthly,Dosa,51
Rahul,M,Kolkata,Never,Vada,30
Karan,F,Kolkata,Once,Burger,44
Ishaan,M,Mumbai,Monthly,Chowmein,9
Diya,F,Hyderabad,Monthly,Dosa,8
Diya,M,Bangalore,Monthly,Vada,26
Kriti,F,Hyderabad,Once,Dosa,27
Sneha,M,Hyderabad,Weekly,Samosa,22
Manav,M,Delhi,Once,Vada,33
Tara,F,Mumbai,Never,Vada,92
Rahul,F,Hyderabad,Daily,Burger,60
Dhruv,F,Delhi,Monthly,Paneer,27
Diya,F,Hyderabad,Daily,Roll,82
Aryan,M,Ahmedabad,Daily,Samosa,91
Manav,M,Chennai,Weekly,Samosa,48
Abhay,F,Mumbai,Daily,Burger,17
Manav,M,Pune,Daily,Pizza,25
Priya,F,Pune,Once,Vada,13
Swati,F,Hyderabad,Daily,Dosa,31
Kriti,F,Mumbai,Monthly,Roll,61
Abhay,F,Delhi,Weekly,Chowmein,53
Meera,F,Pune,Monthly,Sandwich,7
Kriti,F,Chennai,Weekly,Pizza,76
Karan,F,Hyderabad,Once,Paneer,94
Saanvi,F,Pune,Monthly,Paneer,9
Vivaan,F,Delhi,Monthly,Dosa,31
Ragini,M,Chennai,Weekly,Sandwich,25
Arjun,M,Kolkata,Monthly,Sandwich,68
Kiara,M,Hyderabad,Once,Pizza,33
Vivek,F,Bangalore,Once,Sandwich,74
Aryan,M,Mumbai,Never,Samosa,90
Om,F,Hyderabad,Once,Sandwich,72
Rohit,F,Ahmedabad,Monthly,Sandwich,62
Aryan,M,Pune,Never,Roll,80
Vivek,M,Pune,Daily,Pizza,62
Swati,F,Pune,Daily,Chowmein,21
Naira,F,Chennai,Weekly,Dosa,97
Kriti,F,Pune,Never,Vada,90
Vivaan,F,Pune,Never,Paneer,100
Diya,M,Chennai,Daily,Burger,15
Radhika,F,Pune,Daily,Pizza,44
Aryan,M,Bangalore,Once,Dosa,18
Naira,F,Delhi,Never,Pizza,53
Aarav,F,Mumbai,Weekly,Chowmein,85
Aman,M,Bangalore,Daily,Pizza,45
Tanish,F,Mumbai,Monthly,Chowmein,41
Yash,F,Bangalore,Weekly,Samosa,97
Aryan,M,Mumbai,Weekly,Chowmein,30
Reyansh,F,Kolkata,Daily,Chowmein,6
Tanish,M,Delhi,Weekly,Samosa,71
Sneha,F,Pune,Monthly,Samosa,96
Simran,M,Kolkata,Once,Burger,34
Pooja,M,Hyderabad,Never,Sandwich,100
Anaya,F,Hyderabad,Monthly,Roll,90
Kriti,M,Pune,Daily,Pizza,76
Ishaan,F,Ahmedabad,Never,Paneer,19
Kiara,M,Delhi,Monthly,Dosa,5
Karan,M,Delhi,Never,Sandwich,74
Harsh,M,Mumbai,Daily,Samosa,64
Tanish,M,Ahmedabad,Never,Samosa,45
Tanvi,M,Bangalore,Once,Samosa,44
Manav,F,Kolkata,Daily,Chowmein,61
Ira,F,Hyderabad,Never,Paneer,44
Radhika,M,Chennai,Daily,Paneer,18
Radhika,M,Bangalore,Once,Vada,19
Priya,F,Ahmedabad,Never,Pizza,39
Simran,M,Pune,Never,Dosa,51
Kabir,F,Hyderabad,Daily,Chowmein,22
Arjun,F,Bangalore,Monthly,Samosa,11
Kriti,M,Pune,Once,Vada,86
Abhay,F,Ahmedabad,Never,Dosa,54
Simran,F,Delhi,Never,Pizza,57
Kavya,M,Delhi,Daily,Sandwich,92
Tara,F,Ahmedabad,Never,Dosa,80
Tanish,F,Kolkata,Once,Paneer,41
Tanvi,M,Delhi,Monthly,Dosa,74
Anaya,F,Hyderabad,Once,Dosa,80
Saanvi,M,Kolkata,Never,Roll,13
Harsh,F,Delhi,Weekly,Chowmein,28
Rhea,M,Kolkata,Weekly,Samosa,76
Nikhil,F,Bangalore,Monthly,Paneer,69
Sneha,F,Kolkata,Once,Samosa,70
Diya,M,Kolkata,Once,Vada,63
Aarav,F,Delhi,Once,Pizza,98
Simran,M,Pune,Daily,Burger,59
Reyansh,F,Delhi,Once,Pizza,64
Kabir,F,Bangalore,Once,Burger,32
Vivek,F,Chennai,Never,Vada,9
